Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth
F000450,Virginia Foxx,House,Republican,NC,District 5,2025-01-03,83,1943-06-29,"Ed.D. in Curriculum and Teaching, University of North Carolina at Greensboro",Higher education administrator (President of Mayland Community College) and educator,1662603.66,1204803.6,Individual/PAC contributions,"Education and workforce development, Fiscal responsibility and federal spending reduction, Deregulation and reducing federal oversight",Projected ~95%-99% Republican (High Cohesion),House Committee on Oversight and Government Reform; House Committee on Education and Workforce; House Committee on Rules; House Committee on Oversight and Accountability (Subcommittee); House Committee on Education and the Workforce (Subcommittee),"$5,923,516"
G000559,John Garamendi,House,Democrat,CA,District 8,2025-01-03,81,1945-01-24,Master of Business Administration (MBA) from Harvard Business School,"Rancher, businessman, and Peace Corps volunteer",1764504.06,1714971.13,Individual/PAC contributions,"Maritime and National Defense, Water Infrastructure and Environmental Protection, Agriculture and Rural Development",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Armed Services; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on Armed Services (Subcommittee),"$9,716,505"
G000565,Paul Gosar,House,Republican,AZ,District 9,2025-01-03,67,1958-11-22,Doctor of Dental Surgery (D.D.S.) from Creighton University,Dentist and private practice owner,580042.5,368425.78,Individual/PAC contributions,"Border security and immigration enforcement, Federal land management and natural resource development, Government accountability and spending reduction",Projected ~95%-99% Republican (High Cohesion),House Committee on Natural Resources; House Committee on Oversight and Government Reform; House Committee on Natural Resources (Subcommittee); House Committee on Oversight and Accountability (Subcommittee),"$982,501"
G000386,Charles Grassley,Senate,Republican,IA,Unknown,2023-01-03,92,1933-09-17,"Master of Arts (M.A.) in Political Science, University of Northern Iowa",Farmer and factory worker (sheet metal shearer),1098150.95,1179361.69,Individual/PAC contributions,"Government oversight and whistleblower protection, Agriculture and rural development, Judiciary and tax reform",Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Finance; Senate Committee on Finance (Subcommittee); Senate Committee on the Budget; Senate Committee on the Judiciary; Joint Committee on Taxation; United States Senate Caucus on International Narcotics Control",N/A (No net worth disclosure provided in sources)
G000546,Sam Graves,House,Republican,MO,District 6,2025-01-03,62,1963-11-07,"Bachelor of Science in Agriculture, University of Missouri",Family Farmer,1806360.65,1195985.86,Individual/PAC contributions,"Transportation and Infrastructure, Agriculture and Rural Development, General Aviation",Projected ~95%-99% Republican (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on Armed Services; House Committee on Armed Services (Subcommittee),"$1,145,003"
G000553,Al Green,House,Democrat,TX,District 9,2025-01-03,78,1947-09-01,Juris Doctor (J.D.) from Texas Southern University Thurgood Marshall School of Law,Attorney and Harris County Justice of the Peace,1725770.78,1860105.1,Individual/PAC contributions,"Civil Rights and Racial Justice, Affordable Housing and Consumer Protection, Healthcare Access",Projected ~95%-99% Democratic (High Cohesion),House Committee on Homeland Security; House Committee on Financial Services; House Committee on Homeland Security (Subcommittee); House Committee on Financial Services (Subcommittee),"$4,407,505"
G000568,H. Griffith,House,Republican,VA,District 9,2025-01-03,68,1958-03-15,Juris Doctor (J.D.) from Washington and Lee University School of Law,Private practice attorney,1075273.06,1029522.48,Individual/PAC contributions,"Energy independence and coal advocacy, Healthcare reform, Regulatory relief and government oversight",Projected ~95%-99% Republican (High Cohesion),"House Committee on Energy and Commerce; House Committee on Rules; House Committee on House Administration; House Committee on Energy and Commerce (Subcommittee); House Committee on Rules (Subcommittee); House Select Subcommittee to Investigate the Remaining Questions Surrounding January 6, 2021",N/A (No net worth disclosure provided in sources)
G000558,Brett Guthrie,House,Republican,KY,District 2,2025-01-03,62,1964-02-18,Master of Public Management from Yale University,U.S. Army Officer and Manufacturing Executive (Vice President of Trace Die Cast),4707592.6,3355565.93,Individual/PAC contributions,"Healthcare access and modernization, Telecommunications and technology expansion, Workforce development and education",Projected ~95%-99% Republican (High Cohesion),House Committee on Energy and Commerce,"$613,514"
H001052,Andy Harris,House,Republican,MD,District 1,2025-01-03,69,1957-01-25,"M.D., Johns Hopkins University",Anesthesiologist and U.S. Navy Reserve Medical Corps Officer,2319668.06,1221000.58,Individual/PAC contributions,"Healthcare reform and opposing the Affordable Care Act, Fiscal conservatism and federal spending reduction, Agriculture, fisheries, and Chesapeake Bay preservation",Projected ~95%-99% Republican (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
H001046,Martin Heinrich,Senate,Democrat,NM,Unknown,2025-01-03,54,1971-10-17,"University of Missouri (BS in Mechanical Engineering), University of New Mexico",Public service,2792508.54,2770752.23,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Democratic (High Cohesion),Senate Committee on Appropriations; Senate Committee on Appropriations (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Joint Economic Committee; Senate Select Committee on Intelligence,"$53,008"
H001047,James Himes,House,Democrat,CT,District 4,2025-01-03,60,1966-07-05,"M.Phil. in Latin American Studies, Oxford University",Investment Banker at Goldman Sachs and Vice President at Enterprise Community Partners (affordable housing nonprofit),3940033.94,3909942.23,Individual/PAC contributions,"Financial Services and Economic Regulation, National Security and Intelligence, Affordable Housing and Infrastructure Investment",Projected ~95%-99% Democratic (High Cohesion),House Permanent Select Committee on Intelligence; House Committee on Financial Services,N/A (No net worth disclosure provided in sources)
H001042,Mazie Hirono,Senate,Democrat,HI,Unknown,2025-01-03,78,1947-11-03,Juris Doctor (J.D.) from Georgetown University Law Center,Attorney in private practice,992526.31,1102377.06,Individual/PAC contributions,"Healthcare access and reproductive rights, Education and early childhood development, Immigration reform and civil rights",Projected ~95%-99% Democratic (High Cohesion),Senate Committee on Armed Services; Senate Committee on Armed Services (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Small Business and Entrepreneurship; Senate Committee on the Judiciary; Senate Committee on the Judiciary (Subcommittee); Senate Committee on Veterans' Affairs,"$2,478,018"
H001061,John Hoeven,Senate,Republican,ND,Unknown,2023-01-03,69,1957-03-13,"Dartmouth College (BA in History), Northwestern University Kellogg School of Management (MBA)",Public service,3801481.0,2909158.0,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),"Senate Committee on Agriculture, Nutrition, and Forestry; Senate Committee on Agriculture, Nutrition, and Forestry (Subcommittee); Senate Committee on Appropriations; Senate Committee on Appropriations (Subcommittee); Senate Committee on Energy and Natural Resources; Senate Committee on Energy and Natural Resources (Subcommittee); Senate Committee on Indian Affairs","$22,073,031"
H000874,Steny Hoyer,House,Democrat,MD,District 5,2025-01-03,87,1939-06-14,Juris Doctor (J.D.) from Georgetown University Law Center,Attorney in private practice,402330.17,703137.88,Individual/PAC contributions,"Federal workforce and government operations, Fiscal responsibility and budget reform, Economic development and domestic manufacturing",Projected ~95%-99% Democratic (High Cohesion),House Committee on Appropriations; House Committee on Appropriations (Subcommittee),N/A (No net worth disclosure provided in sources)
H001058,Bill Huizenga,House,Republican,MI,District 4,2025-01-03,57,1969-01-31,Calvin University (BA in Political Science),Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,Projected ~95%-99% Republican (High Cohesion),House Committee on Financial Services; House Committee on Foreign Affairs; House Committee on Foreign Affairs (Subcommittee); House Committee on Financial Services (Subcommittee),"$734,006"
J000288,Henry Johnson,House,Democrat,GA,District 4,2025-01-03,71,1954-10-02,Juris Doctor (J.D.) from North Carolina Central University School of Law,Attorney in private practice and Associate Magistrate Court Judge,Unknown,Unknown,Individual/PAC contributions,"Judiciary and court reform, Civil rights and voting rights, Consumer protection and antitrust",Projected ~95%-99% Democratic (High Cohesion),House Committee on Transportation and Infrastructure; House Committee on the Judiciary; House Committee on Transportation and Infrastructure (Subcommittee); House Committee on the Judiciary (Subcommittee),N/A (No net worth disclosure provided in sources)
J000293,Ron Johnson,Senate,Republican,WI,Unknown,2023-01-03,71,1955-04-08,"Bachelor of Business Administration, University of Minnesota",Business executive and accountant (CEO of plastics manufacturing company PACUR),Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and reducing the national debt, Government oversight and investigations, National security and border enforcement",Projected ~95%-99% Republican (High Cohesion),Senate Committee on Finance; Senate Committee on Finance (Subcommittee); Senate Committee on Homeland Security and Governmental Affairs; Senate Committee on Homeland Security and Governmental Affairs (Subcommittee); Senate Committee on the Budget; Senate Special Committee on Aging,"$23,755,008"
J000289,Jim Jordan,House,Republican,OH,District 4,2025-01-03,62,1964-02-17,Juris Doctor (J.D.) from Capital University Law School,Assistant Wrestling Coach at Ohio State University,Unknown,Unknown,Individual/PAC contributions,"Government oversight and accountability, Fiscal conservatism and federal spending cuts, Defense of conservative social values and constitutional rights",Projected ~95%-99% Republican (High Cohesion),House Committee on the Judiciary; House Committee on Oversight and Government Reform,"$240,504"
