Bioguide ID,Name,Chamber,Party,State,District,Term Start,Age,Birthdate,Education,Previous Professions,Total Receipts,Total Disbursements,Main Funding Sources,Policy Focus & Platforms,Projected/Historical Voting Alignment,Committee Assignments,Estimated Net Worth,Term End Date,Status
Q000023,Mike Quigley,House,Democrat,IL,District 5,2025-01-03,67.0,1958-10-17,"Roosevelt University (BA in Political Science), Loyola University Chicago (JD), University of Chicago (MPP)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.32 (Moderate Democrat) • ~89% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Appropriations; House Permanent Select Committee on Intelligence,"$10,500",2027-01-03,
R000395,Harold Rogers,House,Republican,KY,District 5,2025-01-03,88.0,1937-12-31,Juris Doctor (J.D.) from the University of Kentucky College of Law,"Attorney in private practice, Commonwealth's Attorney (Prosecutor) for Pulaski and Rockcastle Counties",849757.95,946293.21,Individual/PAC contributions,"Economic development in Southern and Eastern Kentucky (Appalachia), Combating prescription drug abuse and the opioid epidemic, Federal appropriations, infrastructure funding, and homeland security",DW-NOMINATE: +0.33 (Moderate Republican) • ~90% Party Loyalty,House Committee on Appropriations,N/A (No net worth disclosure provided in sources),2027-01-03,
R000575,Mike Rogers,House,Republican,AL,District 3,2025-01-03,68.0,1958-07-16,Juris Doctor (J.D.) from Birmingham School of Law,Attorney,Unknown,Unknown,Individual/PAC contributions,"National Defense, Agriculture, Homeland Security",DW-NOMINATE: +0.38 (Moderate Republican) • ~91% Party Loyalty,House Committee on Armed Services,N/A (No net worth disclosure provided in sources),2027-01-03,
S001176,Steve Scalise,House,Republican,LA,District 1,2025-01-03,60.0,1965-10-06,Bachelor of Science in Computer Science from Louisiana State University,Systems engineer and software developer,Unknown,Unknown,Individual/PAC contributions,"Energy independence and support for the oil and gas industry, Fiscal conservatism, including tax cuts and federal spending reduction, Protection of Second Amendment rights",DW-NOMINATE: +0.56 (Solidly Conservative) • ~96% Party Loyalty,None assigned,"-$20,498",2027-01-03,
S001145,Janice Schakowsky,House,Democrat,IL,District 9,2025-01-03,82.0,1944-05-26,"Bachelor of Science in Elementary Education, Northwestern University","Consumer advocate, executive director of the Illinois State Council of Senior Citizens, and elementary school teacher",Unknown,Unknown,Individual/PAC contributions,"Consumer protection and product safety, Healthcare reform and senior citizen advocacy, Women's rights and reproductive healthcare access",DW-NOMINATE: -0.60 (Solidly Progressive) • ~98% Party Loyalty,House Committee on Energy and Commerce,N/A (No net worth disclosure provided in sources),2027-01-03,
S001183,David Schweikert,House,Republican,AZ,District 1,2025-01-03,64.0,1962-03-03,"Master of Business Administration (MBA), Arizona State University",Real estate developer and financial business owner,Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and national debt reduction, Tax reform and economic growth, Healthcare technology and cost reduction",DW-NOMINATE: +0.55 (Solidly Conservative) • ~96% Party Loyalty,House Committee on Ways and Means; Joint Economic Committee,"$3,170,006",2027-01-03,
S001189,Austin Scott,House,Republican,GA,District 8,2025-01-03,56.0,1969-12-10,"Bachelor of Business Administration in Risk Management and Insurance, University of Georgia","Insurance broker, Business owner",Unknown,Unknown,Individual/PAC contributions,"Agriculture and forestry, National defense and military support, Economic development and fiscal responsibility",DW-NOMINATE: +0.54 (Solidly Conservative) • ~96% Party Loyalty,House Permanent Select Committee on Intelligence (Subcommittee); House Committee on Rules (Subcommittee); House Committee on Agriculture; House Committee on Armed Services; House Committee on Rules; House Permanent Select Committee on Intelligence,"$1,821,618",2027-01-03,
S000185,Robert Scott,House,Democrat,VA,District 3,2025-01-03,79.0,1947-04-30,"Harvard University (BA), Boston College Law School (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.45 (Solidly Progressive) • ~93% Party Loyalty,House Committee on Education and Workforce; House Committee on the Budget,"$414,531",2027-01-03,
S001185,Terri Sewell,House,Democrat,AL,District 7,2025-01-03,61.0,1965-01-01,"Princeton University (BA in Public Affairs), St Hilda's College, Oxford (MSt), Harvard Law School (JD)",Public service,Unknown,Unknown,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: -0.40 (Solidly Progressive) • ~92% Party Loyalty,Committee on House Administration (Subcommittee); House Committee on House Administration; House Committee on Ways and Means; Joint Committee on Printing,"$183,507",2027-01-03,
S000344,Brad Sherman,House,Democrat,CA,District 32,2025-01-03,71.0,1954-10-24,Juris Doctor (J.D.) from Harvard Law School,Tax Attorney and Certified Public Accountant (CPA),Unknown,Unknown,Individual/PAC contributions,"Financial services regulation and consumer protection, Foreign affairs and international relations, Fiscal policy and tax reform",DW-NOMINATE: -0.34 (Moderate Democrat) • ~90% Party Loyalty,House Committee on Financial Services; House Committee on Foreign Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
S001148,Michael Simpson,House,Republican,ID,District 2,2025-01-03,75.0,1950-09-08,Doctor of Dental Surgery (D.D.S.) from Washington University School of Dental Medicine,Dentist,Unknown,Unknown,Individual/PAC contributions,"Energy and Nuclear Power (specifically supporting the Idaho National Laboratory), Natural Resources, Public Lands, and Water Conservation, Federal Appropriations and Budgeting",DW-NOMINATE: +0.30 (Moderate Republican) • ~88% Party Loyalty,House Committee on Appropriations,N/A (No net worth disclosure provided in sources),2027-01-03,
S000510,Adam Smith,House,Democrat,WA,District 9,2025-01-03,61.0,1965-06-15,Juris Doctor (J.D.) from the University of Washington School of Law,"Attorney, Prosecutor for the City of Seattle",1882001.47,1583205.56,Individual/PAC contributions,"National Security and Defense, Healthcare Access and Affordability, Economic Opportunity and Strengthening the Middle Class",DW-NOMINATE: -0.29 (Moderate Democrat) • ~88% Party Loyalty,House Committee on Armed Services,"$764,005",2027-01-03,
S001172,Adrian Smith,House,Republican,NE,District 3,2025-01-03,55.0,1970-12-19,"Bachelor of Science in Business Administration, University of Nebraska-Lincoln","Real estate agent, Marketing specialist",Unknown,Unknown,Individual/PAC contributions,"Agriculture and rural development, Tax reform and international trade, Rural healthcare access",DW-NOMINATE: +0.51 (Solidly Conservative) • ~95% Party Loyalty,House Committee on Ways and Means; Joint Committee on Taxation,"$153,505",2027-01-03,
S000522,Christopher Smith,House,Republican,NJ,District 4,2025-01-03,73.0,1953-03-04,The College of New Jersey (BS in Business Administration),Public service,592016.19,467765.2,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.18 (Moderate Republican) • ~85% Party Loyalty,House Committee on Foreign Affairs,N/A (No net worth disclosure provided in sources),2027-01-03,
S001156,Linda Sánchez,House,Democrat,CA,District 38,2025-01-03,57.0,1969-01-28,"Juris Doctor (J.D.) from the University of California, Los Angeles (UCLA) School of Law",Labor attorney and labor union organizer,Unknown,Unknown,Individual/PAC contributions,"Labor and working families, Immigration reform, Education and child safety",DW-NOMINATE: -0.51 (Solidly Progressive) • ~95% Party Loyalty,House Committee on Ways and Means,"$275,509",2027-01-03,
T000193,Bennie Thompson,House,Democrat,MS,District 2,2025-01-03,78.0,1948-01-28,"Master of Science (M.S.) in Educational Administration, Jackson State University",Public school teacher,Unknown,Unknown,Individual/PAC contributions,"Homeland Security and Disaster Response, Civil Rights and Voting Rights, Agriculture and Rural Economic Development",DW-NOMINATE: -0.52 (Solidly Progressive) • ~95% Party Loyalty,House Committee on Homeland Security,"$756,513",2027-01-03,
T000460,Mike Thompson,House,Democrat,CA,District 4,2025-01-03,75.0,1951-01-24,"Master of Public Administration (M.P.A.) from California State University, Chico","Vineyard owner and grape grower, U.S. Army staff sergeant, University instructor",4203207.13,4337064.87,Individual/PAC contributions,"Gun violence prevention, Tax and fiscal policy, Agriculture and environmental conservation",DW-NOMINATE: -0.39 (Moderate Democrat) • ~91% Party Loyalty,House Committee on Ways and Means,N/A (No net worth disclosure provided in sources),2027-01-03,
T000467,Glenn Thompson,House,Republican,PA,District 15,2025-01-03,67.0,1959-07-27,Master of Education (M.Ed.) from Temple University,Rehabilitation therapist and licensed nursing home administrator,Unknown,Unknown,Individual/PAC contributions,"Agriculture and Forestry, Career and Technical Education (CTE), Rural Healthcare Access",DW-NOMINATE: +0.34 (Moderate Republican) • ~90% Party Loyalty,House Committee on Agriculture; House Committee on Education and Workforce; House Committee on Education and the Workforce,N/A (No net worth disclosure provided in sources),2027-01-03,
T000469,Paul Tonko,House,Democrat,NY,District 20,2025-01-03,77.0,1949-06-18,"Bachelor of Science in Mechanical Engineering, Clarkson University","Mechanical Engineer, New York State Department of Transportation",Unknown,Unknown,Individual/PAC contributions,"Clean Energy and Climate Change, Water Infrastructure and Environmental Protection, Addiction Treatment and Mental Health Reform",DW-NOMINATE: -0.42 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Energy and Commerce; House Committee on the Budget,"$8,000",2027-01-03,
T000463,Michael Turner,House,Republican,OH,District 10,2025-01-03,66.0,1960-01-11,"Ohio Northern University (BA in Political Science), Case Western Reserve University (JD), University of Dayton (MBA)",Public service,894594.6,768735.49,Individual/PAC contributions,General legislative priorities,DW-NOMINATE: +0.27 (Moderate Republican) • ~87% Party Loyalty,House Committee on Oversight and Accountability (Subcommittee); House Committee on Armed Services; House Committee on Oversight and Government Reform,"$674,534",2027-01-03,
V000081,Nydia Velázquez,House,Democrat,NY,District 7,2025-01-03,73.0,1953-03-28,"Master of Arts in Political Science, New York University",University Professor,Unknown,Unknown,Individual/PAC contributions,"Small Business Support, Puerto Rico Advocacy and Relief, Affordable Housing",DW-NOMINATE: -0.55 (Solidly Progressive) • ~96% Party Loyalty,House Committee on Financial Services; House Committee on Small Business,"-$146,999",2027-01-03,
W000798,Tim Walberg,House,Republican,MI,District 5,2025-01-03,75.0,1951-04-12,Master of Arts in Communications from Wheaton College,"Pastor, Division Manager for the Moody Bible Institute",Unknown,Unknown,Individual/PAC contributions,"Fiscal Responsibility and Tax Reform, Energy Independence and Grid Reliability, Agriculture and Rural Development",DW-NOMINATE: +0.50 (Solidly Conservative) • ~94% Party Loyalty,House Committee on Natural Resources (Subcommittee); House Committee on Education and Workforce; House Committee on Natural Resources,"$249,511",2027-01-03,
W000797,Debbie Wasserman Schultz,House,Democrat,FL,District 25,2025-01-03,59.0,1966-09-27,Master of Arts (M.A.) in Political Science from the University of Florida,"Legislative Aide, Graduate Assistant",Unknown,Unknown,Individual/PAC contributions,"Healthcare and Breast Cancer Awareness, Gun Safety and Violence Prevention, LGBTQ+ Equality and Civil Rights",DW-NOMINATE: -0.41 (Solidly Progressive) • ~92% Party Loyalty,House Committee on Appropriations; House Committee on Foreign Affairs,"-$126,495",2027-01-03,
W000187,Maxine Waters,House,Democrat,CA,District 43,2025-01-03,87.0,1938-08-15,"Bachelor of Arts in Sociology, California State University, Los Angeles",Head Start program coordinator and community organizer,863682.82,710470.47,Individual/PAC contributions,"Financial services and affordable housing, Civil rights and racial justice, Poverty reduction and economic empowerment",DW-NOMINATE: -0.66 (Solidly Progressive) • ~99% Party Loyalty,House Committee on Financial Services,"$972,007",2027-01-03,
W000806,Daniel Webster,House,Republican,FL,District 11,2025-01-03,77.0,1949-04-27,"Bachelor of Electrical Engineering, Georgia Institute of Technology",Owner and operator of Webster Air Conditioning & Heating,Unknown,Unknown,Individual/PAC contributions,"Fiscal responsibility and federal budget reform, Infrastructure and transportation development, Family values and religious liberty",DW-NOMINATE: +0.52 (Solidly Conservative) • ~95% Party Loyalty,"House Committee on Natural Resources (Subcommittee); House Committee on Science, Space, and Technology (Subcommittee); House Committee on Natural Resources; House Committee on Science, Space, and Technology; House Committee on Transportation and Infrastructure","$430,504",2027-01-03,
